user_id,timestamp,campaign_id,source
user_53,2023-01-27 19:32:31,cmp_B,paid
user_62,2023-01-28 12:37:44,cmp_A,referral
user_146,2023-01-15 18:07:09,cmp_B,organic
user_3,2023-01-01 07:39:24,cmp_B,organic
user_124,2023-01-09 22:21:38,cmp_B,paid
user_122,2023-01-07 05:40:59,cmp_A,organic
user_118,2023-01-25 19:37:06,cmp_A,organic
user_4,2023-01-20 03:05:11,cmp_B,paid
user_69,2023-01-26 16:56:48,cmp_A,organic
user_141,2023-01-04 17:53:11,cmp_B,organic
user_51,2023-01-12 04:25:50,cmp_B,organic
user_1,2023-01-07 15:09:52,cmp_A,referral
user_92,2023-01-29 20:51:02,cmp_A,paid
user_84,2023-01-16 13:52:26,cmp_A,organic
user_64,2023-01-03 01:33:11,cmp_A,paid
user_8,2023-01-11 05:37:06,cmp_B,referral
user_99,2023-01-27 19:57:52,cmp_B,paid
user_162,2023-01-23 13:19:40,cmp_A,organic
user_189,2023-01-22 17:01:12,cmp_A,paid
user_130,2023-01-16 18:11:04,cmp_B,referral
user_94,2023-01-16 21:50:13,cmp_B,organic
user_129,2023-01-06 12:31:25,cmp_A,paid
user_77,2023-01-20 13:46:47,cmp_B,organic
user_153,2023-01-22 08:40:41,cmp_B,paid
user_39,2023-01-06 11:31:43,cmp_A,referral
user_133,2023-01-07 10:31:18,cmp_B,organic
user_125,2023-01-22 23:56:07,cmp_B,referral
user_197,2023-01-11 16:48:11,cmp_B,referral
user_121,2023-01-05 21:17:28,cmp_B,organic
user_108,2023-01-18 23:15:53,cmp_B,referral
user_155,2023-01-19 11:55:27,cmp_A,organic
user_82,2023-01-01 23:29:57,cmp_A,referral
user_176,2023-01-28 16:03:56,cmp_B,referral
user_139,2023-01-25 08:57:34,cmp_B,organic
user_40,2023-01-05 14:55:55,cmp_B,referral
user_119,2023-01-11 09:07:09,cmp_A,paid
user_183,2023-01-07 13:33:01,cmp_B,referral
user_88,2023-01-05 04:23:11,cmp_B,paid
user_35,2023-01-11 13:48:59,cmp_B,paid
user_187,2023-01-01 16:38:14,cmp_A,referral
user_49,2023-01-23 16:33:26,cmp_B,referral
user_16,2023-01-03 10:00:17,cmp_B,organic
user_185,2023-01-21 10:22:02,cmp_B,paid
user_154,2023-01-08 23:57:49,cmp_B,referral
user_171,2023-01-22 01:57:06,cmp_A,paid
user_137,2023-01-11 21:44:47,cmp_A,referral
user_24,2023-01-04 21:29:08,cmp_A,referral
user_131,2023-01-25 16:34:01,cmp_A,paid
user_38,2023-01-28 22:59:43,cmp_B,paid
user_6,2023-01-15 15:55:29,cmp_A,referral
user_95,2023-01-28 05:23:26,cmp_A,paid
user_9,2023-01-15 14:31:45,cmp_B,referral
user_167,2023-01-04 17:55:20,cmp_A,referral
user_145,2023-01-20 08:59:15,cmp_B,referral
user_90,2023-01-03 09:57:50,cmp_B,paid
user_169,2023-01-04 14:14:18,cmp_A,referral
user_78,2023-01-17 00:15:55,cmp_A,paid
user_47,2023-01-18 09:33:52,cmp_A,organic
user_73,2023-01-24 07:33:12,cmp_B,organic
user_12,2023-01-25 03:51:03,cmp_A,paid
user_170,2023-01-18 12:12:34,cmp_B,organic
user_191,2023-01-02 12:36:43,cmp_A,paid
user_18,2023-01-15 02:45:32,cmp_B,organic
user_32,2023-01-16 07:53:17,cmp_A,paid
user_86,2023-01-22 11:55:07,cmp_A,organic
user_102,2023-01-02 20:17:37,cmp_B,referral
user_179,2023-01-09 10:17:35,cmp_B,referral
user_37,2023-01-09 01:41:31,cmp_B,organic
user_2,2023-01-03 07:02:15,cmp_B,organic
user_55,2023-01-08 21:47:23,cmp_A,referral
user_5,2023-01-11 08:27:19,cmp_A,referral
user_76,2023-01-18 17:59:56,cmp_A,organic
user_127,2023-01-19 14:49:46,cmp_A,referral
user_114,2023-01-26 16:04:10,cmp_B,referral
user_113,2023-01-25 02:59:49,cmp_A,referral
user_58,2023-01-06 17:47:23,cmp_A,organic
user_151,2023-01-10 23:49:35,cmp_B,referral
user_116,2023-01-15 14:36:56,cmp_B,paid
user_75,2023-01-23 17:48:15,cmp_B,organic
user_44,2023-01-12 05:45:08,cmp_B,paid
user_172,2023-01-23 05:13:25,cmp_B,referral
user_180,2023-01-03 11:31:23,cmp_B,organic
user_193,2023-01-15 19:41:48,cmp_B,referral
user_42,2023-01-24 08:27:22,cmp_B,organic
user_184,2023-01-14 22:13:26,cmp_A,referral
user_136,2023-01-03 01:50:41,cmp_A,organic
user_11,2023-01-01 00:13:56,cmp_A,paid
user_10,2023-01-29 11:39:55,cmp_B,organic
user_168,2023-01-12 17:02:03,cmp_A,referral
user_48,2023-01-09 05:16:21,cmp_A,paid
