user_id,timestamp,campaign_id,source
user_53,2023-01-07 13:11:12,cmp_B,referral
user_62,2023-01-09 14:49:41,cmp_B,paid
user_146,2023-01-04 22:37:17,cmp_A,paid
user_3,2023-01-28 15:24:43,cmp_A,paid
user_124,2023-01-04 11:25:05,cmp_A,referral
user_122,2023-01-05 17:22:49,cmp_B,organic
user_118,2023-01-25 06:40:27,cmp_A,paid
user_4,2023-01-24 18:55:23,cmp_B,paid
user_69,2023-01-30 10:07:11,cmp_A,paid
user_141,2023-01-05 02:56:04,cmp_A,referral
user_51,2023-01-10 00:20:07,cmp_A,organic
user_1,2023-01-25 08:58:37,cmp_B,organic
user_92,2023-01-15 23:35:11,cmp_A,paid
user_84,2023-01-08 06:19:17,cmp_B,organic
user_64,2023-01-20 17:39:39,cmp_B,paid
user_8,2023-01-20 17:49:45,cmp_B,paid
user_99,2023-01-22 08:26:14,cmp_B,referral
user_162,2023-01-18 11:02:02,cmp_A,referral
user_189,2023-01-07 15:10:20,cmp_A,paid
user_130,2023-01-16 17:13:32,cmp_B,organic
user_94,2023-01-13 15:38:14,cmp_A,organic
user_129,2023-01-27 01:50:20,cmp_A,referral
user_77,2023-01-26 21:12:17,cmp_A,organic
user_153,2023-01-13 10:34:31,cmp_A,paid
user_39,2023-01-23 23:33:51,cmp_A,organic
user_133,2023-01-22 02:03:18,cmp_A,referral
user_125,2023-01-09 05:54:24,cmp_B,referral
user_197,2023-01-13 08:11:32,cmp_B,organic
user_121,2023-01-02 02:11:54,cmp_A,paid
user_108,2023-01-21 12:33:22,cmp_A,referral
user_155,2023-01-04 15:44:19,cmp_A,referral
user_82,2023-01-07 19:03:25,cmp_A,referral
user_176,2023-01-03 05:26:23,cmp_B,referral
user_139,2023-01-01 22:10:27,cmp_A,organic
user_40,2023-01-10 11:40:22,cmp_B,organic
user_119,2023-01-16 20:54:01,cmp_A,paid
user_183,2023-01-09 05:07:58,cmp_B,paid
user_88,2023-01-24 21:38:44,cmp_A,paid
user_35,2023-01-09 05:59:36,cmp_B,referral
user_187,2023-01-16 19:12:38,cmp_B,paid
user_49,2023-01-30 19:56:21,cmp_A,organic
user_16,2023-01-02 11:57:09,cmp_B,referral
user_185,2023-01-21 01:15:14,cmp_B,paid
user_154,2023-01-12 01:32:23,cmp_B,referral
user_171,2023-01-20 23:42:27,cmp_A,referral
user_137,2023-01-26 19:26:18,cmp_B,paid
user_24,2023-01-11 13:23:01,cmp_B,referral
user_131,2023-01-14 15:34:07,cmp_A,paid
user_38,2023-01-25 17:36:37,cmp_B,paid
user_6,2023-01-28 00:42:10,cmp_A,paid
user_95,2023-01-08 05:03:18,cmp_A,organic
user_9,2023-01-24 06:54:58,cmp_A,organic
user_167,2023-01-03 13:06:24,cmp_A,organic
user_145,2023-01-14 06:28:06,cmp_A,referral
user_90,2023-01-08 10:39:07,cmp_B,referral
user_169,2023-01-30 02:47:40,cmp_B,organic
user_78,2023-01-19 10:53:48,cmp_A,referral
user_47,2023-01-15 12:10:01,cmp_B,referral
user_73,2023-01-17 13:39:13,cmp_B,paid
user_12,2023-01-08 19:38:25,cmp_A,referral
user_170,2023-01-03 09:31:10,cmp_A,referral
user_191,2023-01-26 23:15:33,cmp_B,paid
user_18,2023-01-20 15:00:04,cmp_B,referral
user_32,2023-01-22 06:08:37,cmp_B,organic
user_86,2023-01-20 19:02:33,cmp_B,organic
user_102,2023-01-21 00:39:23,cmp_A,organic
user_179,2023-01-16 16:33:36,cmp_B,paid
user_37,2023-01-09 12:31:04,cmp_A,organic
user_2,2023-01-22 12:41:29,cmp_A,paid
user_55,2023-01-03 14:11:31,cmp_A,paid
user_5,2023-01-05 22:46:37,cmp_A,referral
user_76,2023-01-15 09:19:24,cmp_A,organic
user_127,2023-01-24 02:36:34,cmp_A,organic
user_114,2023-01-25 16:01:42,cmp_A,paid
user_113,2023-01-09 23:36:16,cmp_A,referral
user_58,2023-01-01 12:56:17,cmp_B,referral
user_151,2023-01-11 06:50:07,cmp_B,paid
user_116,2023-01-26 22:06:14,cmp_A,paid
user_75,2023-01-18 02:37:55,cmp_A,organic
user_44,2023-01-15 13:38:29,cmp_B,paid
